Ticker,Declared Date,Payable Date,Ex Date,Distrib Amount,Income,Long Gain,Short Gain,ROC
NCB,2011-11-10,2011-12-1,2011-11-21,0.0234,,0.0234,,S
NCB,2011-11-1,2011-12-1,2011-11-10,0.0665,0.0665,,,
NCB,2011-10-3,2011-11-1,2011-10-12,0.0665,0.0665,,,
NCB,2011-9-1,2011-10-3,2011-9-13,0.0665,0.0665,,,
NCB,2011-8-1,2011-9-1,2011-8-11,0.0665,0.0665,,,
NCB,2011-7-1,2011-8-1,2011-7-13,0.0665,0.0665,,,
NCB,2011-6-1,2011-7-1,2011-6-13,0.0665,0.0665,,,
NCB,2011-5-2,2011-6-1,2011-5-11,0.0665,0.0665,,,
NCB,2011-4-1,2011-5-2,2011-4-13,0.0665,0.0665,,,
NCB,2011-3-1,2011-4-1,2011-3-11,0.0665,0.0665,,,
NCB,2011-2-1,2011-3-1,2011-2-11,0.0665,0.0665,,,
NCB,2011-1-3,2011-2-1,2011-1-12,0.0665,0.0665,,,
NCB,2010-12-1,2010-12-31,2010-12-13,0.0665,0.0665,,,
NCB,2010-11-11,2010-12-1,2010-11-18,0.0072,,,,S
NCB,2010-11-2,2010-12-1,2010-11-10,0.069,0.069,,,
NCB,2010-10-1,2010-11-1,2010-10-13,0.069,0.069,,,
NCB,2010-9-1,2010-10-1,2010-9-13,0.069,0.069,,,
NCB,2010-8-2,2010-9-1,2010-8-11,0.069,0.069,,,
NCB,2010-7-1,2010-8-2,2010-7-13,0.069,0.069,,,
NCB,2010-6-1,2010-7-1,2010-6-11,0.069,0.069,,,
NCB,2010-5-3,2010-6-1,2010-5-12,0.069,0.069,,,
NCB,2010-4-1,2010-5-3,2010-4-13,0.069,0.069,,,
NCB,2010-3-2,2010-4-1,2010-3-11,0.069,0.069,,,
PZC,2017-3-1,2017-4-3,2017-3-9,0.06,0.06,,,
PZC,2017-2-1,2017-3-1,2017-2-9,0.06,0.06,,,
PZC,2017-1-3,2017-2-1,2017-1-11,0.06,0.06,,,
PZC,2016-12-1,2017-1-3,2016-12-8,0.06,0.06,,,
PZC,2016-11-1,2016-12-1,2016-11-9,0.06,0.06,,,
PZC,2016-10-3,2016-11-1,2016-10-11,0.06,0.06,,,
PZC,2016-9-1,2016-10-3,2016-9-8,0.06,0.06,,,
PZC,2016-8-1,2016-9-1,2016-8-9,0.06,0.06,,,
PZC,2016-7-1,2016-8-1,2016-7-7,0.06,0.06,,,
PZC,2016-6-1,2016-7-1,2016-6-9,0.06,0.06,,,
PZC,2016-5-2,2016-6-1,2016-5-10,0.06,0.06,,,
PZC,2016-4-1,2016-5-2,2016-4-7,0.06,0.06,,,
PZC,2016-3-1,2016-4-1,2016-3-9,0.06,0.06,,,
PZC,2016-2-1,2016-3-1,2016-2-9,0.06,0.06,,,
PZC,2016-1-4,2016-2-1,2016-1-12,0.06,0.06,,,
PZC,2015-12-1,2016-1-4,2015-12-9,0.06,0.06,,,
PZC,2015-11-2,2015-12-1,2015-11-9,0.06,0.06,,,
PZC,2015-10-2,2015-11-2,2015-10-7,0.06,0.06,,,
PZC,2015-9-1,2015-10-1,2015-9-9,0.06,0.06,,,
PZC,2015-8-3,2015-9-1,2015-8-11,0.06,0.06,,,
PZC,2015-7-1,2015-8-3,2015-7-9,0.06,0.06,,,
PZC,2015-6-1,2015-7-1,2015-6-9,0.06,0.06,,,
PZC,2015-5-1,2015-6-1,2015-5-7,0.06,0.06,,,
PZC,2015-4-1,2015-5-1,2015-4-9,0.06,0.06,,,
PZC,2015-3-2,2015-4-1,2015-3-10,0.06,0.06,,,
PZC,2015-2-2,2015-3-2,2015-2-10,0.06,0.06,,,
PZC,2015-1-2,2015-2-2,2015-1-8,0.06,0.06,,,
PZC,2014-12-1,2015-1-2,2014-12-9,0.06,0.06,,,
PZC,2014-11-3,2014-12-1,2014-11-10,0.06,0.06,,,
PZC,2014-10-1,2014-11-3,2014-10-9,0.06,0.06,,,
PZC,2014-9-2,2014-10-1,2014-9-10,0.06,0.06,,,
PZC,2014-8-1,2014-9-2,2014-8-7,0.06,0.06,,,
PZC,2014-7-1,2014-8-1,2014-7-9,0.06,0.06,,,
PZC,2014-6-2,2014-7-1,2014-6-10,0.06,0.06,,,
PZC,2014-5-1,2014-6-2,2014-5-8,0.06,0.06,,,
PZC,2014-4-1,2014-5-1,2014-4-9,0.06,0.06,,,
PZC,2014-3-3,2014-4-1,2014-3-11,0.06,0.06,,,
PZC,2014-2-3,2014-3-3,2014-2-11,0.06,0.06,,,
PZC,2014-1-2,2014-2-3,2014-1-9,0.06,0.06,,,
PZC,2013-12-2,2014-1-2,2013-12-10,0.06,0.06,,,
PZC,2013-11-1,2013-12-2,2013-11-7,0.06,0.06,,,
PZC,2013-10-1,2013-11-1,2013-10-9,0.06,0.06,,,
PZC,2013-9-3,2013-10-1,2013-9-11,0.06,0.06,,,
PZC,2013-8-1,2013-9-3,2013-8-8,0.06,0.06,,,
PZC,2013-7-1,2013-8-1,2013-7-9,0.06,0.06,,,
PZC,2013-6-3,2013-7-1,2013-6-11,0.06,0.06,,,
PZC,2013-5-1,2013-6-3,2013-5-9,0.06,0.06,,,
PZC,2013-4-1,2013-5-1,2013-4-9,0.06,0.06,,,
PZC,2013-3-1,2013-4-1,2013-3-7,0.06,0.06,,,
PZC,2013-2-1,2013-3-1,2013-2-7,0.06,0.06,,,
PZC,2013-1-2,2013-2-1,2013-1-10,0.06,0.06,,,
PZC,2012-12-3,2013-1-2,2012-12-11,0.06,0.06,,,
PZC,2012-11-1,2012-12-3,2012-11-8,0.06,0.06,,,
PZC,2012-10-1,2012-11-1,2012-10-9,0.06,0.06,,,
PZC,2012-9-4,2012-10-1,2012-9-12,0.06,0.06,,,
PZC,2012-8-1,2012-9-4,2012-8-9,0.06,0.06,,,
PZC,2012-7-2,2012-8-1,2012-7-10,0.06,0.06,,,
PZC,2012-6-1,2012-7-2,2012-6-7,0.06,0.06,,,
PZC,2012-5-1,2012-6-1,2012-5-9,0.06,0.06,,,
PZC,2012-4-2,2012-5-1,2012-4-10,0.06,0.06,,,
PZC,2012-3-1,2012-3-19,2012-3-8,0.06,0.06,,,
PZC,2012-2-1,2012-3-1,2012-2-9,0.06,0.06,,,
PZC,2012-1-3,2012-2-1,2012-1-11,0.06,0.06,,,
PZC,2011-12-1,2012-1-3,2011-12-8,0.06,0.06,,,
PZC,2011-11-1,2011-12-1,2011-11-9,0.06,0.06,,,
PZC,2011-10-3,2011-11-1,2011-10-11,0.06,0.06,,,
PZC,2011-9-1,2011-10-3,2011-9-8,0.06,0.06,,,
PZC,2011-8-1,2011-9-1,2011-8-9,0.06,0.06,,,
PZC,2011-7-1,2011-8-1,2011-7-7,0.06,0.06,,,
PZC,2011-6-1,2011-7-1,2011-6-9,0.06,0.06,,,
PZC,2011-5-2,2011-6-1,2011-5-10,0.06,0.06,,,
PZC,2011-4-1,2011-5-2,2011-4-7,0.06,0.06,,,
PZC,2011-3-1,2011-4-1,2011-3-9,0.06,0.06,,,
PZC,2011-2-1,2011-3-1,2011-2-9,0.06,0.06,,,
PZC,2011-1-3,2011-2-1,2011-1-11,0.06,0.06,,,
PZC,2010-12-1,2010-12-29,2010-12-9,0.06,0.06,,,
PZC,2010-11-1,2010-12-1,2010-11-9,0.06,0.06,,,
PZC,2010-10-1,2010-11-1,2010-10-6,0.06,0.06,,,
PZC,2010-9-1,2010-9-29,2010-9-9,0.06,0.06,,,
PZC,2010-8-2,2010-9-1,2010-8-10,0.06,0.06,,,
PZC,2010-7-1,2010-8-2,2010-7-8,0.06,0.06,,,
PZC,2010-6-1,2010-6-29,2010-6-9,0.06,0.06,,,
PZC,2010-5-3,2010-6-1,2010-5-11,0.06,0.06,,,
PZC,2010-4-5,2010-5-3,2010-4-8,0.06,0.06,,,
PZC,2010-3-1,2010-3-30,2010-3-9,0.06,0.06,,,
MUC,2017-3-1,2017-4-3,2017-3-13,0.0615,0.0615,,,
MUC,2017-2-1,2017-3-1,2017-2-13,0.0615,0.0615,,,
MUC,2017-1-3,2017-2-1,2017-1-11,0.0615,0.0615,,,
MUC,2016-12-1,2016-12-30,2016-12-8,0.0615,0.0615,,,
MUC,2016-11-1,2016-12-1,2016-11-10,0.0615,0.0615,,,
MUC,2016-10-3,2016-11-1,2016-10-12,0.0615,0.0615,,,
MUC,2016-9-1,2016-10-3,2016-9-13,0.0615,0.0615,,,
MUC,2016-8-1,2016-9-1,2016-8-11,0.0615,0.0615,,,
MUC,2016-7-1,2016-8-1,2016-7-13,0.0615,0.0615,,,
MUC,2016-6-1,2016-7-1,2016-6-13,0.0615,0.0615,,,
MUC,2016-5-2,2016-6-1,2016-5-12,0.0675,0.0675,,,
MUC,2016-4-1,2016-5-2,2016-4-13,0.0675,0.0675,,,
MUC,2016-3-1,2016-4-1,2016-3-11,0.0675,0.0675,,,
MUC,2016-2-1,2016-3-1,2016-2-11,0.0675,0.0675,,,
MUC,2016-1-4,2016-2-1,2016-1-13,0.0675,0.0675,,,
MUC,2015-12-1,2015-12-31,2015-12-10,0.0675,0.0675,,,
MUC,2015-12-1,2015-12-31,2015-12-10,0.00035,0.00035,,,S
MUC,2015-11-2,2015-12-1,2015-11-12,0.0675,0.0675,,,
MUC,2015-10-1,2015-11-2,2015-10-13,0.0675,0.0675,,,
MUC,2015-9-1,2015-10-1,2015-9-11,0.0675,0.0675,,,
MUC,2015-8-3,2015-9-1,2015-8-12,0.0675,0.0675,,,
MUC,2015-7-1,2015-8-3,2015-7-13,0.0675,0.0675,,,
MUC,2015-6-1,2015-7-1,2015-6-11,0.0675,0.0675,,,
MUC,2015-5-1,2015-6-1,2015-5-13,0.0675,0.0675,,,
MUC,2015-4-1,2015-5-1,2015-4-13,0.0675,0.0675,,,
MUC,2015-3-2,2015-4-1,2015-3-11,0.0675,0.0675,,,
MUC,2015-2-2,2015-3-2,2015-2-11,0.0675,0.0675,,,
MUC,2015-1-2,2015-2-2,2015-1-13,0.0675,0.0675,,,
MUC,2014-12-1,2014-12-31,2014-12-10,0.0675,0.0675,,,
MUC,2014-11-3,2014-12-1,2014-11-12,0.0675,0.0675,,,
MUC,2014-10-1,2014-11-3,2014-10-10,0.0675,0.0675,,,
MUC,2014-9-2,2014-10-1,2014-9-11,0.0715,0.0715,,,
MUC,2014-8-1,2014-9-2,2014-8-13,0.0715,0.0715,,,
MUC,2014-7-1,2014-8-1,2014-7-11,0.0715,0.0715,,,
MUC,2014-6-2,2014-7-1,2014-6-12,0.0715,0.0715,,,
MUC,2014-5-1,2014-6-2,2014-5-13,0.0715,0.0715,,,
MUC,2014-4-1,2014-5-1,2014-4-11,0.0715,0.0715,,,
MUC,2014-3-3,2014-4-1,2014-3-12,0.0715,0.0715,,,
MUC,2014-2-3,2014-3-3,2014-2-12,0.0715,0.0715,,,
MUC,2014-1-2,2014-2-3,2014-1-13,0.0715,0.0715,,,
MUC,2013-12-2,2013-12-31,2013-12-11,0.0715,0.0715,,,
MUC,2013-11-1,2013-12-2,2013-11-13,0.0715,0.0715,,,
MUC,2013-10-1,2013-11-1,2013-10-11,0.0715,0.0715,,,
MUC,2013-9-3,2013-10-1,2013-9-12,0.0715,0.0715,,,
MUC,2013-8-1,2013-9-3,2013-8-13,0.0715,0.0715,,,
MUC,2013-7-1,2013-8-1,2013-7-11,0.0715,0.0715,,,
MUC,2013-6-3,2013-7-1,2013-6-12,0.0715,0.0715,,,
MUC,2013-5-1,2013-6-3,2013-5-13,0.079,0.079,,,
MUC,2013-4-1,2013-5-1,2013-4-11,0.079,0.079,,,
MUC,2013-3-1,2013-4-1,2013-3-13,0.079,0.079,,,
MUC,2013-2-1,2013-3-1,2013-2-13,0.079,0.079,,,
MUC,2013-1-2,2013-2-1,2013-1-11,0.079,0.079,,,
MUC,2012-12-4,2012-12-31,2012-12-12,0.079,0.079,,,
MUC,2012-11-1,2012-12-3,2012-11-13,0.079,0.079,,,
MUC,2012-10-1,2012-11-1,2012-10-11,0.079,0.079,,,
MUC,2012-9-4,2012-10-1,2012-9-12,0.079,0.079,,,
MUC,2012-8-1,2012-9-4,2012-8-13,0.079,0.079,,,
MUC,2012-7-2,2012-8-1,2012-7-12,0.079,0.079,,,
MUC,2012-6-1,2012-7-2,2012-6-13,0.079,0.079,,,
MUC,2012-5-1,2012-6-1,2012-5-11,0.079,0.079,,,
MUC,2012-4-2,2012-5-1,2012-4-12,0.079,0.079,,,
MUC,2012-3-1,2012-4-2,2012-3-13,0.079,0.079,,,
MUC,2012-2-1,2012-3-1,2012-2-13,0.0765,0.0765,,,
MUC,2012-1-3,2012-2-1,2012-1-11,0.0765,0.0765,,,
MUC,2011-12-5,2011-12-30,2011-12-13,0.0765,0.0765,,,
MUC,2011-11-1,2011-12-1,2011-11-10,0.0765,0.0765,,,
MUC,2011-10-3,2011-11-1,2011-10-12,0.0765,0.0765,,,
MUC,2011-9-1,2011-10-3,2011-9-13,0.0765,0.0765,,,
MUC,2011-8-1,2011-9-1,2011-8-11,0.0765,0.0765,,,
MUC,2011-7-1,2011-8-1,2011-7-13,0.0765,0.0765,,,
MUC,2011-6-1,2011-7-1,2011-6-13,0.0765,0.0765,,,
MUC,2011-5-2,2011-6-1,2011-5-12,0.0765,0.0765,,,
MUC,2011-4-1,2011-5-2,2011-4-13,0.0765,0.0765,,,
MUC,2011-3-1,2011-4-1,2011-3-11,0.0765,0.0765,,,
MUC,2011-2-1,2011-3-1,2011-2-11,0.0755,0.0755,,,
MUC,2011-1-3,2011-2-1,2011-1-12,0.0755,0.0755,,,
MUC,2010-12-6,2010-12-31,2010-12-13,0.0755,0.0755,,,
MUC,2010-11-1,2010-12-1,2010-11-10,0.0735,0.0735,,,
MUC,2010-10-1,2010-11-1,2010-10-13,0.0735,0.0735,,,
MUC,2010-9-1,2010-10-1,2010-9-13,0.0735,0.0735,,,
MUC,2010-8-2,2010-9-1,2010-8-12,0.0705,0.0705,,,
MUC,2010-7-1,2010-8-2,2010-7-13,0.0705,0.0705,,,
MUC,2010-6-1,2010-7-1,2010-6-11,0.0705,0.0705,,,
MUC,2010-5-3,2010-6-1,2010-5-12,0.0705,0.0705,,,
MUC,2010-4-1,2010-5-3,2010-4-13,0.0705,0.0705,,,
MUC,2010-3-1,2010-4-1,2010-3-11,0.0705,0.0705,,,
MYC,2017-3-1,2017-4-3,2017-3-13,0.062,0.062,,,
MYC,2017-2-1,2017-3-1,2017-2-13,0.07,0.07,,,
MYC,2017-1-3,2017-2-1,2017-1-11,0.07,0.07,,,
MYC,2016-12-1,2016-12-30,2016-12-8,0.07,0.07,,,
MYC,2016-12-1,2016-12-30,2016-12-8,0.30338,0.00012,0.23915,,S
MYC,2016-11-1,2016-12-1,2016-11-10,0.07,0.07,,,
MYC,2016-10-3,2016-11-1,2016-10-12,0.07,0.07,,,
MYC,2016-9-1,2016-10-3,2016-9-13,0.07,0.07,,,
MYC,2016-8-1,2016-9-1,2016-8-11,0.07,0.07,,,
MYC,2016-7-1,2016-8-1,2016-7-13,0.07,0.07,,,
MYC,2016-6-1,2016-7-1,2016-6-13,0.07,0.07,,,
MYC,2016-5-2,2016-6-1,2016-5-12,0.074,0.074,,,
MYC,2016-4-1,2016-5-2,2016-4-13,0.074,0.074,,,
MYC,2016-3-1,2016-4-1,2016-3-11,0.074,0.074,,,
MYC,2016-2-1,2016-3-1,2016-2-11,0.074,0.074,,,
MYC,2016-1-4,2016-2-1,2016-1-13,0.074,0.074,,,
MYC,2015-12-1,2015-12-31,2015-12-10,0.074,0.074,,,
MYC,2015-12-1,2015-12-31,2015-12-10,0.1329,0.00022,0.10519,,S
MYC,2015-11-2,2015-12-1,2015-11-12,0.074,0.074,,,
MYC,2015-10-1,2015-11-2,2015-10-13,0.074,0.074,,,
MYC,2015-9-1,2015-10-1,2015-9-11,0.074,0.074,,,
MYC,2015-8-3,2015-9-1,2015-8-12,0.074,0.074,,,
MYC,2015-7-1,2015-8-3,2015-7-13,0.074,0.074,,,
MYC,2015-6-1,2015-7-1,2015-6-11,0.074,0.074,,,
MYC,2015-5-1,2015-6-1,2015-5-13,0.074,0.074,,,
MYC,2015-4-1,2015-5-1,2015-4-13,0.074,0.074,,,
MYC,2015-3-2,2015-4-1,2015-3-11,0.074,0.074,,,
MYC,2015-2-2,2015-3-2,2015-2-11,0.074,0.074,,,
MYC,2015-1-2,2015-2-2,2015-1-13,0.074,0.074,,,
MYC,2014-12-1,2014-12-31,2014-12-10,0.074,0.074,,,
MYC,2014-11-3,2014-12-1,2014-11-12,0.074,0.074,,,
MYC,2014-10-1,2014-11-3,2014-10-10,0.074,0.074,,,
MYC,2014-9-2,2014-10-1,2014-9-11,0.079,0.079,,,
MYC,2014-8-1,2014-9-2,2014-8-13,0.079,0.079,,,
MYC,2014-7-1,2014-8-1,2014-7-11,0.079,0.079,,,
MYC,2014-6-2,2014-7-1,2014-6-12,0.079,0.079,,,
MYC,2014-5-1,2014-6-2,2014-5-13,0.079,0.079,,,
MYC,2014-4-1,2014-5-1,2014-4-11,0.079,0.079,,,
MYC,2014-3-3,2014-4-1,2014-3-12,0.079,0.079,,,
MYC,2014-2-3,2014-3-3,2014-2-12,0.079,0.079,,,
MYC,2014-1-2,2014-2-3,2014-1-13,0.079,0.079,,,
MYC,2013-12-2,2013-12-31,2013-12-11,0.079,0.079,,,
MYC,2013-11-1,2013-12-2,2013-11-13,0.079,0.079,,,
MYC,2013-10-1,2013-11-1,2013-10-11,0.079,0.079,,,
MYC,2013-9-3,2013-10-1,2013-9-12,0.079,0.079,,,
MYC,2013-8-1,2013-9-3,2013-8-13,0.079,0.079,,,
MYC,2013-7-1,2013-8-1,2013-7-11,0.079,0.079,,,
MYC,2013-6-3,2013-7-1,2013-6-12,0.079,0.079,,,
MYC,2013-5-1,2013-6-3,2013-5-13,0.079,0.079,,,
MYC,2013-4-1,2013-5-1,2013-4-11,0.079,0.079,,,
MYC,2013-3-1,2013-4-1,2013-3-13,0.079,0.079,,,
MYC,2013-2-1,2013-3-1,2013-2-13,0.079,0.079,,,
MYC,2013-1-2,2013-2-1,2013-1-11,0.079,0.079,,,
MYC,2012-12-4,2012-12-31,2012-12-12,0.079,0.079,,,
MYC,2012-11-1,2012-12-3,2012-11-13,0.079,0.079,,,
MYC,2012-10-1,2012-11-1,2012-10-11,0.079,0.079,,,
MYC,2012-9-4,2012-10-1,2012-9-12,0.079,0.079,,,
MYC,2012-8-1,2012-9-4,2012-8-13,0.079,0.079,,,
MYC,2012-7-2,2012-8-1,2012-7-12,0.079,0.079,,,
MYC,2012-6-1,2012-7-2,2012-6-13,0.079,0.079,,,
MYC,2012-5-1,2012-6-1,2012-5-11,0.079,0.079,,,
MYC,2012-4-2,2012-5-1,2012-4-12,0.079,0.079,,,
MYC,2012-3-1,2012-4-2,2012-3-13,0.079,0.079,,,
MYC,2012-2-1,2012-3-1,2012-2-13,0.079,0.079,,,
MYC,2012-1-3,2012-2-1,2012-1-11,0.079,0.079,,,
MYC,2011-12-5,2011-12-30,2011-12-13,0.079,0.079,,,
MYC,2011-11-1,2011-12-1,2011-11-10,0.079,0.079,,,
MYC,2011-10-3,2011-11-1,2011-10-12,0.079,0.079,,,
MYC,2011-9-1,2011-10-3,2011-9-13,0.079,0.079,,,
MYC,2011-8-1,2011-9-1,2011-8-11,0.079,0.079,,,
MYC,2011-7-1,2011-8-1,2011-7-13,0.079,0.079,,,
MYC,2011-6-1,2011-7-1,2011-6-13,0.079,0.079,,,
MYC,2011-5-2,2011-6-1,2011-5-12,0.079,0.079,,,
MYC,2011-4-1,2011-5-2,2011-4-13,0.079,0.079,,,
MYC,2011-3-1,2011-4-1,2011-3-11,0.079,0.079,,,
MYC,2011-2-1,2011-3-1,2011-2-11,0.079,0.079,,,
MYC,2011-1-3,2011-2-1,2011-1-12,0.079,0.079,,,
MYC,2010-12-6,2010-12-31,2010-12-13,0.079,0.079,,,
MYC,2010-11-1,2010-12-1,2010-11-10,0.076,0.076,,,
MYC,2010-10-1,2010-11-1,2010-10-13,0.076,0.076,,,
MYC,2010-9-1,2010-10-1,2010-9-13,0.076,0.076,,,
MYC,2010-8-2,2010-9-1,2010-8-12,0.072,0.072,,,
MYC,2010-7-1,2010-8-2,2010-7-13,0.072,0.072,,,
MYC,2010-6-1,2010-7-1,2010-6-11,0.072,0.072,,,
MYC,2010-5-3,2010-6-1,2010-5-12,0.07,0.07,,,
MYC,2010-4-1,2010-5-3,2010-4-13,0.07,0.07,,,
MYC,2010-3-1,2010-4-1,2010-3-11,0.07,0.07,,,
MCA,2017-3-1,2017-4-3,2017-3-13,0.065,0.065,,,
MCA,2017-2-1,2017-3-1,2017-2-13,0.065,0.065,,,
MCA,2017-1-3,2017-2-1,2017-1-11,0.065,0.065,,,
MCA,2016-12-1,2016-12-30,2016-12-8,0.065,0.065,,,
MCA,2016-12-1,2016-12-30,2016-12-8,0.04823,,0.01436,,S
MCA,2016-11-1,2016-12-1,2016-11-10,0.065,0.065,,,
MCA,2016-10-3,2016-11-1,2016-10-12,0.065,0.065,,,
MCA,2016-9-1,2016-10-3,2016-9-13,0.065,0.065,,,
MCA,2016-8-1,2016-9-1,2016-8-11,0.065,0.065,,,
MCA,2016-7-1,2016-8-1,2016-7-13,0.065,0.065,,,
MCA,2016-6-1,2016-7-1,2016-6-13,0.065,0.065,,,
MCA,2016-5-2,2016-6-1,2016-5-12,0.07,0.07,,,
MCA,2016-4-1,2016-5-2,2016-4-13,0.07,0.07,,,
MCA,2016-3-1,2016-4-1,2016-3-11,0.07,0.07,,,
MCA,2016-2-1,2016-3-1,2016-2-11,0.073,0.073,,,
MCA,2016-1-4,2016-2-1,2016-1-13,0.073,0.073,,,
MCA,2015-12-1,2015-12-31,2015-12-10,0.073,0.073,,,
MCA,2015-11-2,2015-12-1,2015-11-12,0.073,0.073,,,
MCA,2015-10-1,2015-11-2,2015-10-13,0.073,0.073,,,
MCA,2015-9-1,2015-10-1,2015-9-11,0.073,0.073,,,
MCA,2015-8-3,2015-9-1,2015-8-12,0.073,0.073,,,
MCA,2015-7-1,2015-8-3,2015-7-13,0.073,0.073,,,
MCA,2015-6-1,2015-7-1,2015-6-11,0.073,0.073,,,
MCA,2015-5-1,2015-6-1,2015-5-13,0.073,0.073,,,
MCA,2015-4-1,2015-5-1,2015-4-13,0.073,0.073,,,
MCA,2015-3-2,2015-4-1,2015-3-11,0.073,0.073,,,
MCA,2015-2-2,2015-3-2,2015-2-11,0.073,0.073,,,
MCA,2015-1-2,2015-2-2,2015-1-13,0.073,0.073,,,
MCA,2014-12-1,2014-12-31,2014-12-10,0.073,0.073,,,
MCA,2014-11-3,2014-12-1,2014-11-12,0.073,0.073,,,
MCA,2014-10-1,2014-11-3,2014-10-10,0.073,0.073,,,
MCA,2014-9-2,2014-10-1,2014-9-11,0.073,0.073,,,
MCA,2014-8-1,2014-9-2,2014-8-13,0.073,0.073,,,
MCA,2014-7-1,2014-8-1,2014-7-11,0.073,0.073,,,
MCA,2014-6-2,2014-7-1,2014-6-12,0.076,0.076,,,
MCA,2014-5-1,2014-6-2,2014-5-13,0.076,0.076,,,
MCA,2014-4-1,2014-5-1,2014-4-11,0.076,0.076,,,
MCA,2014-3-3,2014-4-1,2014-3-12,0.076,0.076,,,
MCA,2014-2-3,2014-3-3,2014-2-12,0.076,0.076,,,
MCA,2014-1-2,2014-2-3,2014-1-13,0.076,0.076,,,
MCA,2013-12-2,2013-12-31,2013-12-11,0.076,0.076,,,
MCA,2013-11-1,2013-12-2,2013-11-13,0.076,0.076,,,
MCA,2013-10-1,2013-11-1,2013-10-11,0.076,0.076,,,
MCA,2013-9-3,2013-10-1,2013-9-12,0.076,0.076,,,
MCA,2013-8-1,2013-9-3,2013-8-13,0.076,0.076,,,
MCA,2013-7-1,2013-8-1,2013-7-11,0.076,0.076,,,
MCA,2013-6-3,2013-7-1,2013-6-12,0.076,0.076,,,
MCA,2013-5-1,2013-6-3,2013-5-13,0.076,0.076,,,
MCA,2013-4-1,2013-5-1,2013-4-11,0.076,0.076,,,
MCA,2013-3-1,2013-4-1,2013-3-13,0.076,0.076,,,
MCA,2013-2-1,2013-3-1,2013-2-13,0.076,0.076,,,
MCA,2013-1-2,2013-2-1,2013-1-11,0.076,0.076,,,
MCA,2012-12-4,2012-12-31,2012-12-12,0.076,0.076,,,
MCA,2012-11-1,2012-12-3,2012-11-13,0.076,0.076,,,
MCA,2012-10-1,2012-11-1,2012-10-11,0.076,0.076,,,
MCA,2012-9-4,2012-10-1,2012-9-12,0.076,0.076,,,
MCA,2012-8-1,2012-9-4,2012-8-13,0.076,0.076,,,
MCA,2012-7-2,2012-8-1,2012-7-12,0.076,0.076,,,
MCA,2012-6-1,2012-7-2,2012-6-13,0.076,0.076,,,
MCA,2012-5-1,2012-6-1,2012-5-11,0.076,0.076,,,
MCA,2012-4-2,2012-5-1,2012-4-12,0.076,0.076,,,
MCA,2012-3-1,2012-4-2,2012-3-13,0.076,0.076,,,
MCA,2012-2-1,2012-3-1,2012-2-13,0.0735,0.0735,,,
MCA,2012-1-3,2012-2-1,2012-1-11,0.0735,0.0735,,,
MCA,2011-12-5,2011-12-30,2011-12-13,0.0735,0.0735,,,
MCA,2011-11-1,2011-12-1,2011-11-10,0.0735,0.0735,,,
MCA,2011-10-3,2011-11-1,2011-10-12,0.0735,0.0735,,,
MCA,2011-9-1,2011-10-3,2011-9-13,0.0735,0.0735,,,
MCA,2011-8-1,2011-9-1,2011-8-11,0.0735,0.0735,,,
MCA,2011-7-1,2011-8-1,2011-7-13,0.0735,0.0735,,,
MCA,2011-6-1,2011-7-1,2011-6-13,0.0735,0.0735,,,
MCA,2011-5-2,2011-6-1,2011-5-12,0.0735,0.0735,,,
MCA,2011-4-1,2011-5-2,2011-4-13,0.0735,0.0735,,,
MCA,2011-3-1,2011-4-1,2011-3-11,0.0735,0.0735,,,
MCA,2011-2-1,2011-3-1,2011-2-11,0.0735,0.0735,,,
MCA,2011-1-3,2011-2-1,2011-1-12,0.0735,0.0735,,,
MCA,2010-12-6,2010-12-31,2010-12-13,0.0735,0.0735,,,
MCA,2010-11-1,2010-12-1,2010-11-10,0.0705,0.0705,,,
MCA,2010-10-1,2010-11-1,2010-10-13,0.0705,0.0705,,,
MCA,2010-9-1,2010-10-1,2010-9-13,0.0705,0.0705,,,
MCA,2010-8-2,2010-9-1,2010-8-12,0.068,0.068,,,
MCA,2010-7-1,2010-8-2,2010-7-13,0.068,0.068,,,
MCA,2010-6-1,2010-7-1,2010-6-11,0.068,0.068,,,
MCA,2010-5-3,2010-6-1,2010-5-12,0.066,0.066,,,
MCA,2010-4-1,2010-5-3,2010-4-13,0.066,0.066,,,
MCA,2010-3-1,2010-4-1,2010-3-11,0.066,0.066,,,
BJZ,2017-3-1,2017-4-3,2017-3-13,0.0253,0.0253,,,
BJZ,2017-2-1,2017-3-1,2017-2-13,0.0277,0.0277,,,
BJZ,2017-1-3,2017-2-1,2017-1-11,0.0277,0.0277,,,
BJZ,2016-9-1,2016-10-3,2016-9-13,0.0277,0.0277,,,
BJZ,2016-9-1,2016-11-1,2016-10-12,0.0277,0.0277,,,
BJZ,2016-9-1,2016-12-1,2016-11-10,0.0277,0.0277,,,
BJZ,2016-9-1,2016-12-30,2016-12-8,0.0277,0.0277,,,
BJZ,2016-8-1,2016-9-1,2016-8-11,0.0277,0.0277,,,
BJZ,2016-7-1,2016-8-1,2016-7-13,0.0277,0.0277,,,
BJZ,2016-6-1,2016-7-1,2016-6-13,0.0277,0.0277,,,
BJZ,2016-5-2,2016-6-1,2016-5-12,0.0277,0.0277,,,
BJZ,2016-4-1,2016-5-2,2016-4-13,0.0277,0.0277,,,
BJZ,2016-3-1,2016-4-1,2016-3-11,0.0277,0.0277,,,
