Ticker,Date,Share Price,Net Asset Value,Premium / Discount
PHK,2010-2-1,11.35,8.14,39.43%
PHK,2010-2-2,11.64,8.16,42.65%
PHK,2010-2-3,11.73,8.16,43.75%
PHK,2010-2-4,11.45,8.19,39.8%
PHK,2010-2-5,11.37,8.17,39.17%
PHK,2010-2-8,11.3,8.13,38.99%
PHK,2010-2-9,11.32,7.99,41.68%
PHK,2010-2-10,11.25,7.94,41.69%
PHK,2010-2-11,11.3,7.92,42.68%
PHK,2010-2-12,11.34,7.95,42.64%
PHK,2010-2-16,11.13,7.96,39.82%
PHK,2010-2-17,11,7.97,38.02%
PHK,2010-2-18,11,7.96,38.19%
PHK,2010-2-19,11.02,8.01,37.58%
PHK,2010-2-22,10.97,8.04,36.44%
PHK,2010-2-23,11.15,8.09,37.82%
PHK,2010-2-24,11.23,8.1,38.64%
PHK,2010-2-25,11.13,8.14,36.73%
PHK,2010-2-26,11.12,8.13,36.78%
PHK,2010-3-1,11.34,8.21,38.12%
PHK,2010-3-2,11.56,8.26,39.95%
PHK,2010-3-3,11.58,8.28,39.86%
PHK,2010-3-4,11.63,8.31,39.95%
PHK,2010-3-5,11.72,8.31,41.03%
PHK,2010-3-8,11.72,8.34,40.53%
PHK,2010-3-9,11.42,8.27,38.09%
PHK,2010-3-10,11.51,8.29,38.84%
PHK,2010-3-11,11.51,8.33,38.18%
PHK,2010-3-12,11.62,8.36,39%
PHK,2010-3-15,11.58,8.38,38.19%
PHK,2010-3-16,11.65,8.37,39.19%
PHK,2010-3-17,11.75,8.41,39.71%
PHK,2010-3-18,11.8,8.49,38.99%
PHK,2010-3-19,11.76,8.5,38.35%
PHK,2010-3-22,11.74,8.52,37.79%
PHK,2010-3-23,11.8,8.51,38.66%
PHK,2010-3-24,11.88,8.52,39.44%
PHK,2010-3-25,11.94,8.53,39.98%
PHK,2010-3-26,11.92,8.61,38.44%
PHK,2010-3-29,12.1,8.65,39.88%
PHK,2010-3-30,12.16,8.67,40.25%
PHK,2010-3-31,12.24,8.73,40.21%
PHK,2010-4-1,12.29,8.74,40.62%
PHK,2010-4-5,12.48,8.7,43.45%
PHK,2010-4-6,12.55,8.73,43.76%
PHK,2010-4-7,12.61,8.77,43.79%
PHK,2010-4-8,12.46,8.63,44.38%
PHK,2010-4-9,12.62,8.66,45.73%
PHK,2010-4-12,12.75,8.68,46.89%
PHK,2010-4-13,12.74,8.72,46.1%
PHK,2010-4-14,12.71,8.74,45.42%
PHK,2010-4-15,12.51,8.77,42.65%
PHK,2010-4-16,12.22,8.83,38.39%
PHK,2010-4-19,12.02,8.83,36.13%
PHK,2010-4-20,12.38,8.82,40.36%
PHK,2010-4-21,12.4,8.85,40.11%
PHK,2010-4-22,12.36,8.83,39.98%
PHK,2010-4-23,12.43,8.81,41.09%
PHK,2010-4-26,12.34,8.82,39.91%
PHK,2010-4-27,12.28,8.83,39.07%
PHK,2010-4-28,12.35,8.77,40.82%
PHK,2010-4-29,12.4,8.83,40.43%
PHK,2010-4-30,12.48,8.85,41.02%
PHK,2010-5-3,12.7,8.83,43.83%
PHK,2010-5-4,12.39,8.84,40.16%
PHK,2010-5-5,12.2,8.73,39.75%
PHK,2010-5-6,11.5,8.68,32.49%
PHK,2010-5-7,11.64,8.43,38.08%
PHK,2010-5-10,12.34,8.62,43.16%
PHK,2010-5-11,12.1,8.46,43.03%
PHK,2010-5-12,12.16,8.5,43.06%
PHK,2010-5-13,12.06,8.55,41.05%
PHK,2010-5-14,11.92,8.51,40.07%
PHK,2010-5-17,11.71,8.48,38.09%
PHK,2010-5-18,11.56,8.46,36.64%
PHK,2010-5-19,11.19,8.38,33.53%
PHK,2010-5-20,10.55,8.28,27.42%
PHK,2010-5-21,11.25,8.12,38.55%
PHK,2010-5-24,11.08,8.11,36.62%
PHK,2010-5-25,10.81,7.95,35.97%
PHK,2010-5-26,10.81,8.02,34.79%
PHK,2010-5-27,11.15,8.11,37.48%
PHK,2010-5-28,11.23,8.17,37.45%
PHK,2010-6-1,11.23,8.16,37.62%
PHK,2010-6-2,11.31,8.14,38.94%
PHK,2010-6-3,11.44,8.22,39.17%
PHK,2010-6-4,11.35,8.22,38.08%
PHK,2010-6-7,11.36,8.22,38.2%
PHK,2010-6-8,11.45,8.14,40.66%
PHK,2010-6-9,11.27,8.02,40.52%
PHK,2010-6-10,11.3,7.99,41.43%
PHK,2010-6-11,11.36,8.01,41.82%
PHK,2010-6-14,11.56,8.01,44.32%
PHK,2010-6-15,11.64,8.05,44.6%
PHK,2010-6-16,11.87,8.1,46.54%
PHK,2010-6-17,11.89,8.15,45.89%
PHK,2010-6-18,11.98,8.19,46.28%
PHK,2010-6-21,12.05,8.26,45.88%
PHK,2010-6-22,12.09,8.26,46.37%
PHK,2010-6-23,12.05,8.26,45.88%
PHK,2010-6-24,12,8.23,45.81%
PHK,2010-6-25,12.06,8.25,46.18%
PHK,2010-6-28,12.21,8.28,47.46%
PHK,2010-6-29,11.9,8.25,44.24%
PHK,2010-6-30,12.02,8.26,45.52%
PHK,2010-7-1,12.05,8.23,46.42%
PHK,2010-7-2,12.19,8.25,47.76%
PHK,2010-7-6,12.28,8.27,48.49%
PHK,2010-7-7,12.35,8.3,48.8%
PHK,2010-7-8,12.3,8.21,49.82%
PHK,2010-7-9,12.24,8.23,48.72%
PHK,2010-7-12,12.19,8.26,47.58%
PHK,2010-7-13,12.03,8.3,44.94%
PHK,2010-7-14,12.08,8.35,44.67%
PHK,2010-7-15,12.1,8.38,44.39%
PHK,2010-7-16,12.11,8.39,44.34%
PHK,2010-7-19,12.26,8.38,46.3%
PHK,2010-7-20,12.39,8.38,47.85%
PHK,2010-7-21,12.38,8.42,47.03%
PHK,2010-7-22,12.44,8.44,47.39%
PHK,2010-7-23,12.55,8.46,48.35%
PHK,2010-7-26,12.67,8.49,49.23%
PHK,2010-7-27,12.74,8.57,48.66%
PHK,2010-7-28,12.79,8.6,48.72%
PHK,2010-7-29,12.8,8.64,48.15%
PHK,2010-7-30,12.81,8.66,47.92%
PHK,2010-8-2,12.95,8.68,49.19%
PHK,2010-8-3,13.03,8.71,49.6%
PHK,2010-8-4,13.26,8.71,52.24%
PHK,2010-8-5,13.34,8.72,52.98%
PHK,2010-8-6,13.47,8.75,53.94%
PHK,2010-8-9,13.59,8.78,54.78%
PHK,2010-8-10,13.42,8.71,54.08%
PHK,2010-8-11,12.96,8.67,49.48%
PHK,2010-8-12,13.22,8.58,54.08%
PHK,2010-8-13,13.25,8.61,53.89%
PHK,2010-8-16,13.33,8.65,54.1%
PHK,2010-8-17,13.45,8.66,55.31%
PHK,2010-8-18,13.39,8.67,54.44%
PHK,2010-8-19,13.15,8.69,51.32%
PHK,2010-8-20,13.04,8.67,50.4%
PHK,2010-8-23,12.92,8.67,49.02%
PHK,2010-8-24,12.83,8.66,48.15%
PHK,2010-8-25,12.54,8.6,45.81%
PHK,2010-8-26,12.17,8.62,41.18%
PHK,2010-8-27,12.45,8.6,44.77%
PHK,2010-8-30,12.34,8.63,42.99%
PHK,2010-8-31,12.45,8.61,44.6%
PHK,2010-9-1,12.78,8.61,48.43%
PHK,2010-9-2,12.82,8.63,48.55%
PHK,2010-9-3,13.24,8.65,53.06%
PHK,2010-9-7,13.06,8.68,50.46%
PHK,2010-9-8,13.17,8.68,51.73%
PHK,2010-9-9,13.09,8.55,53.1%
PHK,2010-9-10,12.99,8.55,51.93%
PHK,2010-9-13,12.97,8.64,50.12%
PHK,2010-9-14,12.89,8.72,47.82%
PHK,2010-9-15,13.05,8.76,48.97%
PHK,2010-9-16,13.03,8.77,48.57%
PHK,2010-9-17,13.02,8.8,47.95%
PHK,2010-9-20,13.1,8.83,48.36%
PHK,2010-9-21,13.14,8.88,47.97%
PHK,2010-9-22,13.12,8.88,47.75%
PHK,2010-9-23,13.11,8.88,47.64%
PHK,2010-9-24,12.98,8.88,46.17%
PHK,2010-9-27,12.97,8.95,44.92%
PHK,2010-9-28,13.06,8.98,45.43%
PHK,2010-9-29,13.08,9.02,45.01%
PHK,2010-9-30,13.02,9.11,42.92%
PHK,2010-10-1,13.04,9.15,42.51%
PHK,2010-10-4,13.02,9.18,41.83%
PHK,2010-10-5,13.05,9.24,41.23%
PHK,2010-10-6,13,9.17,41.77%
PHK,2010-10-7,13,9.19,41.46%
PHK,2010-10-8,12.99,9.22,40.89%
PHK,2010-10-11,13,9.26,40.39%
PHK,2010-10-12,13.01,9.25,40.65%
PHK,2010-10-13,12.98,9.3,39.57%
PHK,2010-10-14,12.95,9.3,39.25%
PHK,2010-10-15,12.99,9.26,40.28%
PHK,2010-10-18,13.03,9.26,40.71%
PHK,2010-10-19,12.92,9.28,39.22%
PHK,2010-10-20,13.01,9.29,40.04%
PHK,2010-10-21,13.1,9.28,41.16%
PHK,2010-10-22,13.09,9.31,40.6%
PHK,2010-10-25,13.13,9.34,40.58%
PHK,2010-10-26,13.16,9.33,41.05%
PHK,2010-10-27,13.2,9.32,41.63%
PHK,2010-10-28,13.29,9.35,42.14%
PHK,2010-10-29,13.39,9.37,42.9%
PHK,2010-11-1,13.43,9.37,43.33%
PHK,2010-11-2,13.48,9.39,43.56%
PHK,2010-11-3,13.57,9.37,44.82%
PHK,2010-11-4,13.61,9.41,44.63%
PHK,2010-11-5,13.66,9.4,45.32%
PHK,2010-11-8,13.67,9.4,45.43%
PHK,2010-11-9,13.34,9.25,44.22%
PHK,2010-11-10,13.19,9.25,42.59%
PHK,2010-11-11,13.21,9.23,43.12%
PHK,2010-11-12,13.24,9.2,43.91%
PHK,2010-11-15,12.9,9.16,40.83%
PHK,2010-11-16,12.22,9.15,33.55%
PHK,2010-11-17,12.67,9.13,38.77%
PHK,2010-11-18,12.97,9.13,42.06%
PHK,2010-11-19,13.14,9.14,43.76%
PHK,2010-11-22,13.13,9.16,43.34%
PHK,2010-11-23,12.99,9.1,42.75%
PHK,2010-11-24,13.1,9.05,44.75%
PHK,2010-11-26,13.2,9.04,46.02%
PHK,2010-11-29,13.23,9.02,46.67%
PHK,2010-11-30,13.17,8.97,46.82%
PHK,2010-12-1,13.18,8.93,47.59%
PHK,2010-12-2,13.13,8.96,46.54%
PHK,2010-12-3,13.21,8.99,46.94%
PHK,2010-12-6,13.26,9.04,46.68%
PHK,2010-12-7,13.26,9.01,47.17%
PHK,2010-12-8,12.96,8.99,44.16%
PHK,2010-12-9,12.75,8.87,43.74%
PHK,2010-12-10,12.48,8.87,40.7%
PHK,2010-12-13,12.32,8.9,38.43%
PHK,2010-12-14,11.99,8.9,34.72%
PHK,2010-12-15,12.23,8.9,37.42%
PHK,2010-12-16,12.59,8.91,41.3%
PHK,2010-12-17,12.82,8.95,43.24%
PHK,2010-12-20,12.42,8.96,38.62%
PHK,2010-12-21,12.24,8.98,36.3%
PHK,2010-12-22,12.35,9,37.22%
PHK,2010-12-23,12.44,9,38.22%
PHK,2010-12-27,12.52,9.03,38.65%
PHK,2010-12-28,12.43,9.03,37.65%
PHK,2010-12-29,12.52,9.07,38.04%
PHK,2010-12-30,12.55,9.07,38.37%
PHK,2010-12-31,12.71,9.1,39.67%
PHK,2011-1-3,12.8,9.13,40.2%
PHK,2011-1-4,12.82,9.19,39.5%
PHK,2011-1-5,12.89,9.23,39.65%
PHK,2011-1-6,12.87,9.22,39.59%
PHK,2011-1-7,12.89,9.25,39.35%
PHK,2011-1-10,12.93,9.25,39.78%
PHK,2011-1-11,12.95,9.15,41.53%
PHK,2011-1-12,12.87,9.19,40.04%
PHK,2011-1-13,13,9.21,41.15%
PHK,2011-1-14,12.88,9.24,39.39%
PHK,2011-1-18,12.9,9.24,39.61%
PHK,2011-1-19,12.85,9.25,38.92%
PHK,2011-1-20,12.8,9.24,38.53%
PHK,2011-1-21,12.93,9.29,39.18%
PHK,2011-1-24,13,9.32,39.48%
PHK,2011-1-25,13.06,9.35,39.68%
PHK,2011-1-26,13.05,9.34,39.72%
PHK,2011-1-27,13.1,9.38,39.66%
PHK,2011-1-28,13.06,9.39,39.08%
PHK,2011-1-31,13.18,9.44,39.62%
PHK,2011-2-1,13.23,9.46,39.85%
PHK,2011-2-2,13.35,9.46,41.12%
PHK,2011-2-3,13.49,9.47,42.45%
PHK,2011-2-4,13.42,9.46,41.86%
PHK,2011-2-7,13.43,9.49,41.52%
PHK,2011-2-8,13.51,9.5,42.21%
PHK,2011-2-9,13.33,9.4,41.81%
PHK,2011-2-10,13.2,9.39,40.58%
PHK,2011-2-11,13.28,9.43,40.83%
PHK,2011-2-14,13.36,9.44,41.53%
PHK,2011-2-15,13.44,9.43,42.52%
PHK,2011-2-16,13.49,9.47,42.45%
PHK,2011-2-17,13.5,9.51,41.96%
PHK,2011-2-18,13.52,9.54,41.72%
PHK,2011-2-22,13.41,9.53,40.71%
PHK,2011-2-23,13.56,9.5,42.74%
PHK,2011-2-24,13.67,9.49,44.05%
PHK,2011-2-25,13.83,9.52,45.27%
PHK,2011-2-28,13.86,9.53,45.44%
PHK,2011-3-1,13.9,9.52,46.01%
PHK,2011-3-2,13.9,9.53,45.86%
PHK,2011-3-3,13.95,9.57,45.77%
PHK,2011-3-4,14.03,9.56,46.76%
PHK,2011-3-7,14.14,9.56,47.89%
PHK,2011-3-8,14.14,9.57,47.75%
PHK,2011-3-9,13.98,9.44,48.09%
PHK,2011-3-10,13.93,9.4,48.19%
PHK,2011-3-11,13.97,9.42,48.3%
PHK,2011-3-14,13.96,9.43,48.04%
PHK,2011-3-15,13.82,9.32,48.28%
PHK,2011-3-16,13.55,9.29,45.86%
PHK,2011-3-17,13.6,9.29,46.39%
PHK,2011-3-18,13.8,9.3,48.39%
PHK,2011-3-21,13.68,9.33,46.62%
PHK,2011-3-22,13.8,9.33,47.91%
PHK,2011-3-23,13.86,9.34,48.39%
PHK,2011-3-24,13.97,9.37,49.09%
PHK,2011-3-25,13.98,9.39,48.88%
PHK,2011-3-28,13.92,9.4,48.09%
PHK,2011-3-29,13.99,9.43,48.36%
PHK,2011-3-30,14,9.42,48.62%
PHK,2011-3-31,14.01,9.42,48.73%
PHK,2011-4-1,14,9.43,48.46%
PHK,2011-4-4,13.99,9.45,48.04%
PHK,2011-4-5,13.99,9.46,47.89%
PHK,2011-4-6,14.03,9.5,47.68%
PHK,2011-4-7,13.95,9.41,48.25%
PHK,2011-4-8,13.88,9.41,47.5%
PHK,2011-4-11,13.78,9.41,46.44%
PHK,2011-4-12,13.77,9.41,46.33%
PHK,2011-4-13,13.84,9.41,47.08%
PHK,2011-4-14,13.87,9.41,47.4%
PHK,2011-4-15,13.82,9.42,46.71%
PHK,2011-4-18,13.87,9.4,47.55%
PHK,2011-4-19,13.88,9.39,47.82%
PHK,2011-4-20,13.93,9.4,48.19%
PHK,2011-4-21,13.95,9.43,47.93%
PHK,2011-4-25,14.04,9.44,48.73%
PHK,2011-4-26,13.93,9.44,47.56%
PHK,2011-4-27,14.05,9.47,48.36%
PHK,2011-4-28,14.04,9.46,48.41%
PHK,2011-4-29,14.05,9.49,48.05%
PHK,2011-5-2,14.09,9.49,48.47%
PHK,2011-5-3,14.2,9.49,49.63%
PHK,2011-5-4,14.16,9.48,49.37%
PHK,2011-5-5,14.19,9.47,49.84%
PHK,2011-5-6,14.21,9.49,49.74%
PHK,2011-5-9,14.26,9.48,50.42%
PHK,2011-5-10,14.23,9.39,51.54%
PHK,2011-5-11,14.23,9.39,51.54%
PHK,2011-5-12,14.25,9.4,51.6%
PHK,2011-5-13,14.26,9.4,51.7%
PHK,2011-5-16,14.23,9.39,51.54%
PHK,2011-5-17,14.27,9.35,52.62%
PHK,2011-5-18,14.4,9.38,53.52%
PHK,2011-5-19,14.45,9.4,53.72%
PHK,2011-5-20,14.51,9.41,54.2%
PHK,2011-5-23,14.53,9.37,55.07%
PHK,2011-5-24,14.5,9.36,54.91%
PHK,2011-5-25,14.64,9.36,56.41%
PHK,2011-5-26,14.56,9.34,55.89%
PHK,2011-5-27,14.62,9.35,56.36%
PHK,2011-5-31,14.75,9.37,57.42%
PHK,2011-6-1,14.62,9.35,56.36%
PHK,2011-6-2,14.74,9.36,57.48%
PHK,2011-6-3,14.81,9.35,58.4%
PHK,2011-6-6,14.3,9.34,53.1%
PHK,2011-6-7,14.06,9.32,50.86%
PHK,2011-6-8,13.75,9.28,48.17%
PHK,2011-6-9,13.01,9.14,42.34%
PHK,2011-6-10,12.42,9.1,36.48%
PHK,2011-6-13,12.75,9.09,40.26%
PHK,2011-6-14,13.32,9.12,46.05%
PHK,2011-6-15,13.05,9.07,43.88%
PHK,2011-6-16,12.86,9,42.89%
PHK,2011-6-17,12.61,9.03,39.65%
PHK,2011-6-20,12.95,9,43.89%
PHK,2011-6-21,13.12,9.04,45.13%
PHK,2011-6-22,13.28,9.03,47.07%
PHK,2011-6-23,13.26,9.01,47.17%
PHK,2011-6-24,13.22,8.99,47.05%
PHK,2011-6-27,13.25,8.95,48.04%
PHK,2011-6-28,13.28,8.95,48.38%
PHK,2011-6-29,13.49,9.01,49.72%
PHK,2011-6-30,13.62,9.09,49.83%
PHK,2011-7-1,13.84,9.12,51.75%
PHK,2011-7-5,13.89,9.12,52.3%
PHK,2011-7-6,13.79,9.13,51.04%
PHK,2011-7-7,13.78,9.03,52.6%
PHK,2011-7-8,13.72,9.01,52.28%
PHK,2011-7-11,13.41,8.97,49.5%
PHK,2011-7-12,13.36,8.95,49.27%
PHK,2011-7-13,13.25,8.95,48.04%
PHK,2011-7-14,13.16,8.95,47.04%
PHK,2011-7-15,13.01,8.95,45.36%
PHK,2011-7-18,12.87,8.91,44.44%
PHK,2011-7-19,13.29,8.92,48.99%
PHK,2011-7-20,13.28,8.94,48.55%
PHK,2011-7-21,13.39,8.97,49.28%
PHK,2011-7-22,13.42,9,49.11%
PHK,2011-7-25,13.1,9.01,45.39%
PHK,2011-7-26,13.11,9.02,45.34%
PHK,2011-7-27,12.79,8.99,42.27%
PHK,2011-7-28,12.74,9,41.56%
PHK,2011-7-29,12.7,8.96,41.74%
PHK,2011-8-1,13.13,8.94,46.87%
PHK,2011-8-2,13.08,8.87,47.46%
PHK,2011-8-3,13.21,8.86,49.1%
PHK,2011-8-4,12.71,8.74,45.42%
PHK,2011-8-5,12.7,8.69,46.14%
PHK,2011-8-8,11.67,8.38,39.26%
PHK,2011-8-9,12.23,8.21,48.96%
PHK,2011-8-10,12.1,8.17,48.1%
PHK,2011-8-11,12.35,8.05,53.42%
PHK,2011-8-12,12.19,8.13,49.94%
PHK,2011-8-15,12.4,8.18,51.59%
PHK,2011-8-16,12.33,8.15,51.29%
PHK,2011-8-17,12.42,8.2,51.46%
PHK,2011-8-18,12.16,8.14,49.39%
PHK,2011-8-19,12.14,8.09,50.06%
PHK,2011-8-22,12.05,8.05,49.69%
PHK,2011-8-23,12.33,7.97,54.71%
PHK,2011-8-24,12.27,7.89,55.51%
PHK,2011-8-25,12.21,7.95,53.58%
PHK,2011-8-26,12.36,7.98,54.89%
PHK,2011-8-29,12.55,7.95,57.86%
PHK,2011-8-30,12.59,8,57.38%
PHK,2011-8-31,12.65,8.04,57.34%
PHK,2011-9-1,12.54,8.07,55.39%
PHK,2011-9-2,12.49,8.1,54.2%
PHK,2011-9-6,12.52,8.05,55.53%
PHK,2011-9-7,12.63,8.03,57.29%
PHK,2011-9-8,12.6,7.87,60.1%
PHK,2011-9-9,12.32,7.87,56.54%
PHK,2011-9-12,12.23,7.78,57.2%
PHK,2011-9-13,12.22,7.72,58.29%
PHK,2011-9-14,12.27,7.68,59.77%
PHK,2011-9-15,12.18,7.7,58.18%
PHK,2011-9-16,12.15,7.72,57.38%
PHK,2011-9-19,12.15,7.73,57.18%
PHK,2011-9-20,12.09,7.68,57.37%
PHK,2011-9-21,12.15,7.68,58.2%
PHK,2011-9-22,11.99,7.64,56.94%
PHK,2011-9-23,11.94,7.54,58.36%
PHK,2011-9-26,12.02,7.51,60.05%
PHK,2011-9-27,12.14,7.5,61.87%
PHK,2011-9-28,11.98,7.48,60.16%
PHK,2011-9-29,11.71,7.47,56.76%
PHK,2011-9-30,11.39,7.47,52.48%
PHK,2011-10-3,11.2,7.41,51.15%
PHK,2011-10-4,11.03,7.26,51.93%
PHK,2011-10-5,11.4,7.26,57.02%
PHK,2011-10-6,11.69,7.32,59.7%
PHK,2011-10-7,11.37,7.34,54.9%
PHK,2011-10-10,11.86,7.34,61.58%
PHK,2011-10-11,11.56,7.26,59.23%
PHK,2011-10-12,11.72,7.3,60.55%
PHK,2011-10-13,11.69,7.31,59.92%
PHK,2011-10-14,11.86,7.32,62.02%
PHK,2011-10-17,11.86,7.36,61.14%
PHK,2011-10-18,11.96,7.36,62.5%
PHK,2011-10-19,11.87,7.38,60.84%
PHK,2011-10-20,12.12,7.36,64.67%
PHK,2011-10-21,12.29,7.4,66.08%
PHK,2011-10-24,12.3,7.43,65.55%
PHK,2011-10-25,12.18,7.52,61.97%
PHK,2011-10-26,12.33,7.52,63.96%
PHK,2011-10-27,12.53,7.6,64.87%
PHK,2011-10-28,12.71,7.64,66.36%
PHK,2011-10-31,12.65,7.65,65.36%
PHK,2011-11-1,12.38,7.61,62.68%
PHK,2011-11-2,12.58,7.62,65.09%
PHK,2011-11-3,12.72,7.61,67.15%
PHK,2011-11-4,12.7,7.62,66.67%
PHK,2011-11-7,12.87,7.62,68.9%
PHK,2011-11-8,12.98,7.61,70.57%
PHK,2011-11-9,12.54,7.46,68.1%
PHK,2011-11-10,12.71,7.42,71.29%
PHK,2011-11-11,12.61,7.44,69.49%
PHK,2011-11-14,12.53,7.43,68.64%
PHK,2011-11-15,12.59,7.43,69.45%
PHK,2011-11-16,12.5,7.44,68.01%
PHK,2011-11-17,12.46,7.44,67.47%
PHK,2011-11-18,12.5,7.42,68.46%
PHK,2011-11-21,12.15,7.38,64.64%
PHK,2011-11-22,12.17,7.34,65.8%
PHK,2011-11-23,11.91,7.33,62.48%
PHK,2011-11-25,12.07,7.31,65.12%
PHK,2011-11-28,12.17,7.31,66.48%
PHK,2011-11-29,12.01,7.27,65.2%
PHK,2011-11-30,12.2,7.21,69.21%
PHK,2011-12-1,12.19,7.22,68.84%
PHK,2011-12-2,12.25,7.25,68.97%
PHK,2011-12-5,12.33,7.26,69.83%
PHK,2011-12-6,12.3,7.28,68.96%
PHK,2011-12-7,12.36,7.3,69.32%
PHK,2011-12-8,12.16,7.19,69.12%
PHK,2011-12-9,12.29,7.16,71.65%
PHK,2011-12-12,12.1,7.16,68.99%
PHK,2011-12-13,12.07,7.17,68.34%
PHK,2011-12-14,12,7.18,67.1%
PHK,2011-12-15,11.95,7.18,66.43%
PHK,2011-12-16,11.98,7.2,66.39%
PHK,2011-12-19,11.93,7.2,65.69%
PHK,2011-12-20,11.99,7.18,66.99%
PHK,2011-12-21,11.99,7.16,67.46%
PHK,2011-12-22,12.1,7.18,68.52%
PHK,2011-12-23,12.09,7.19,68.15%
PHK,2011-12-27,12.12,7.18,68.8%
PHK,2011-12-28,12.1,7.22,67.59%
PHK,2011-12-29,12.06,7.25,66.34%
PHK,2011-12-30,12.02,7.27,65.34%
PHK,2012-1-3,12.04,7.3,64.93%
PHK,2012-1-4,12.19,7.32,66.53%
PHK,2012-1-5,12.3,7.32,68.03%
PHK,2012-1-6,12.45,7.34,69.62%
PHK,2012-1-9,12.52,7.35,70.34%
PHK,2012-1-10,12.53,7.38,69.78%
PHK,2012-1-11,12.54,7.29,72.02%
PHK,2012-1-12,12.36,7.32,68.85%
PHK,2012-1-13,12.5,7.34,70.3%
PHK,2012-1-17,12.5,7.36,69.84%
PHK,2012-1-18,12.52,7.37,69.88%
PHK,2012-1-19,12.63,7.39,70.91%
PHK,2012-1-20,12.61,7.41,70.18%
PHK,2012-1-23,12.57,7.41,69.62%
PHK,2012-1-24,12.56,7.44,68.82%
PHK,2012-1-25,12.61,7.47,68.81%
PHK,2012-1-26,12.53,7.53,66.4%
PHK,2012-1-27,12.58,7.55,66.62%
PHK,2012-1-30,12.59,7.58,66.09%
PHK,2012-1-31,12.65,7.57,67.11%
PHK,2012-2-1,12.78,7.59,68.38%
PHK,2012-2-2,12.75,7.61,67.54%
PHK,2012-2-3,12.85,7.65,67.97%
PHK,2012-2-6,12.89,7.66,68.28%
PHK,2012-2-7,12.87,7.74,66.28%
PHK,2012-2-8,12.99,7.77,67.18%
PHK,2012-2-9,12.97,7.65,69.54%
PHK,2012-2-10,12.86,7.65,68.1%
PHK,2012-2-13,12.77,7.65,66.93%
PHK,2012-2-14,12.74,7.66,66.32%
PHK,2012-2-15,12.75,7.66,66.45%
PHK,2012-2-16,12.68,7.64,65.97%
PHK,2012-2-17,12.66,7.67,65.06%
PHK,2012-2-21,12.81,7.68,66.8%
PHK,2012-2-22,12.81,7.69,66.58%
PHK,2012-2-23,12.9,7.72,67.1%
PHK,2012-2-24,12.97,7.76,67.14%
PHK,2012-2-27,12.95,7.78,66.45%
PHK,2012-2-28,12.93,7.82,65.35%
PHK,2012-2-29,12.94,7.85,64.84%
PHK,2012-3-1,12.95,7.87,64.55%
PHK,2012-3-2,12.97,7.9,64.18%
PHK,2012-3-5,12.99,7.9,64.43%
PHK,2012-3-6,12.94,7.88,64.21%
PHK,2012-3-7,13,7.89,64.77%
PHK,2012-3-8,13.01,7.78,67.22%
PHK,2012-3-9,12.95,7.79,66.24%
PHK,2012-3-12,12.97,7.79,66.5%
PHK,2012-3-13,12.96,7.79,66.37%
PHK,2012-3-14,12.86,7.76,65.72%
PHK,2012-3-15,12.86,7.79,65.08%
PHK,2012-3-16,12.68,7.83,61.94%
PHK,2012-3-19,12.4,7.84,58.16%
PHK,2012-3-20,12.32,7.85,56.94%
PHK,2012-3-21,12.48,7.85,58.98%
PHK,2012-3-22,12.48,7.86,58.78%
PHK,2012-3-23,12.62,7.87,60.36%
PHK,2012-3-26,12.7,7.86,61.58%
PHK,2012-3-27,12.69,7.88,61.04%
PHK,2012-3-28,12.72,7.88,61.42%
PHK,2012-3-29,12.82,7.88,62.69%
PHK,2012-3-30,12.84,7.87,63.15%
PHK,2012-4-2,12.9,7.89,63.5%
PHK,2012-4-3,12.9,7.88,63.71%
PHK,2012-4-4,12.91,7.86,64.25%
PHK,2012-4-5,12.95,7.86,64.76%
PHK,2012-4-9,12.96,7.88,64.47%
PHK,2012-4-10,12.77,7.72,65.41%
PHK,2012-4-11,12.67,7.73,63.91%
PHK,2012-4-12,12.83,7.76,65.34%
PHK,2012-4-13,12.77,7.78,64.14%
PHK,2012-4-16,12.79,7.77,64.61%
PHK,2012-4-17,12.86,7.77,65.51%
PHK,2012-4-18,12.81,7.77,64.86%
PHK,2012-4-19,12.8,7.77,64.74%
PHK,2012-4-20,12.83,7.77,65.12%
PHK,2012-4-23,12.83,7.77,65.12%
PHK,2012-4-24,12.88,7.8,65.13%
PHK,2012-4-25,12.92,7.81,65.43%
PHK,2012-4-26,12.97,7.84,65.43%
PHK,2012-4-27,13.01,7.86,65.52%
PHK,2012-4-30,13.04,7.88,65.48%
PHK,2012-5-1,13.14,7.89,66.51%
PHK,2012-5-2,13.2,7.91,66.88%
PHK,2012-5-3,13.24,7.93,66.96%
PHK,2012-5-4,13.14,7.97,64.91%
PHK,2012-5-7,13.24,7.97,66.12%
PHK,2012-5-8,13.29,7.98,66.54%
PHK,2012-5-9,13.05,7.86,66.03%
PHK,2012-5-10,13.09,7.85,66.75%
PHK,2012-5-11,13.15,7.86,67.3%
PHK,2012-5-14,13,7.83,66.03%
PHK,2012-5-15,12.79,7.82,63.55%
PHK,2012-5-16,12.88,7.77,65.77%
PHK,2012-5-17,12.64,7.74,63.31%
PHK,2012-5-18,12.79,7.68,66.54%
PHK,2012-5-21,12.89,7.67,68.06%
PHK,2012-5-22,12.9,7.7,67.53%
